
  RooFitResult: minimized FCN value: 0, estimated distance to minimum: 2.54115e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Constant Parameter    Value     
        xg_stat_hilow8    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
        xg_stat_hilow9    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_lowlow1    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_lowlow2    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
       xg_stat_lowlow3    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_lowlow4    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_lowlow5    0.0000e+00    0.0000e+00 +/-  1.00e+00  <none>
       xg_stat_lowlow6    0.0000e+00    0.0000e+00 +/-  9.95e-01  <none>
       xg_stat_lowlow7    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>
       xg_stat_lowlow8    0.0000e+00    0.0000e+00 +/-  9.94e-01  <none>

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:22, CP time 22.180

Running Minos for POI 
Run Minos in  Real time 0:00:24, CP time 24.810

Running Minos for POI 
Run Minos in  Real time 0:00:20, CP time 20.990

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:21, CP time 21.210

Running Minos for POI 
Run Minos in  Real time 0:00:18, CP time 18.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.750

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.680

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.770

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.110

Running Minos for POI 
Run Minos in  Real time 0:00:22, CP time 22.330

Running Minos for POI 
Run Minos in  Real time 0:00:20, CP time 20.550

Running Minos for POI 
Run Minos in  Real time 0:00:23, CP time 23.240

Running Minos for POI 
Run Minos in  Real time 0:00:22, CP time 22.460

Running Minos for POI 
Run Minos in  Real time 0:00:22, CP time 22.270

Running Minos for POI 
Run Minos in  Real time 0:00:21, CP time 21.240

Running Minos for POI 
Run Minos in  Real time 0:00:21, CP time 21.690

Running Minos for POI 
Run Minos in  Real time 0:00:20, CP time 20.640

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.660

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.750

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.000

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.320

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.640

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.740

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.060

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.970

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.970

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.980

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.980

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.970

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 15.000

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.310

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.010

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.530

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.970

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 15.010

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.060

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.760

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.240

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.010

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.250

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.060

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.370

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.700

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.690

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.450

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.310

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.780

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.360

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.610

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.310

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.000

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.550

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.330

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.380

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.590

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.750

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.870

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.660

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:17, CP time 17.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.250

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.220

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.110

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.110

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.300

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.220

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.300

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.220

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.110

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:19, CP time 19.750

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:18, CP time 18.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.770

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.960

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.970

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.110

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.000

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.110

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.020

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.010

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.300

Running Minos for POI 
Run Minos in  Real time 0:00:20, CP time 20.300

Running Minos for POI 
Run Minos in  Real time 0:00:27, CP time 27.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.290

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.250

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.250

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.270

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.250

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.220

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.250

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.340

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.250

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.330

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.300

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.230

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.150

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.220

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.240

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.140

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 15.000

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.160

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.060

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.120

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.010

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.000

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.190

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.040

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.020

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.020

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.980

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.180

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.020

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.080

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.030

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.130

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.260

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.280

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.070

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:14, CP time 14.990

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.100

Running Minos for POI 
Run Minos in  Real time 0:00:16, CP time 16.770

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.010

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.050

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.210

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.020

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.170

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.090

Running Minos for POI 
Run Minos in  Real time 0:00:15, CP time 15.200

